"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2012.Total.Cost","X2013.Total.Cost","X2014.Total.Cost","X2015.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.Donation","X2013.Donation","X2014.Donation","X2015.Donation","KmeansClustering_3.cluster"
"11840",50,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11841",33,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11842",142,0,142,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11843",284,0,284,0,0,60,138,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11844",96.5,0,96.5,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11845",136,0,136,60,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11846",1570,0,1570,0,0,70,185,194,117,182,288,92,154,288,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"11847",584,0,584,0,0,0,160,152,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11849",663,0,663,175,416,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11850",398.6,0,398.6,0,0,239.6,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11851",1166.33,0,1166.33,27.33,28.33,158.33,37.34,37,202,0,212,92,164,208,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11852",153,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11853",426,0,426,120,0,0,140,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11854",66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11855",54,0,54,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11856",27.33,0,27.33,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11857",70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11859",114,0,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11860",158,0,158,0,0,66,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11861",2594,650,1944,323,463,0,320,276,292,0,0,0,270,0,0,0,100,0,100,0,250,0,0,0,0,100,100,1
"11863",72,0,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11864",515,0,515,0,0,0,219,0,0,0,0,0,0,92,204,0,0,0,0,0,0,0,0,0,0,0,0,3
"11866",270.67,0,270.67,70,200.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11867",164,0,164,60,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11868",61.4,0,61.4,0,0,0,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11869",229,0,229,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11871",29,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3
"11872",528,0,528,0,0,60,210,0,80,94,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11874",205,0,205,58,76,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11875",54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11876",20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3
"11880",279,0,279,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11883",156,0,156,0,0,76,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11885",140,0,140,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11886",86,0,86,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11887",426,0,426,0,74,0,64,0,78,0,0,0,120,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11888",83,0,83,46,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11889",172,0,172,52,0,54,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11890",476,20,456,0,50,0,0,0,0,0,128,116,81,81,0,0,0,0,0,0,0,0,0,20,0,0,0,3
"11891",716,0,716,76,0,88,168,0,208,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11893",894.67,0,894.67,0,0,60.67,160,135,153,130,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11894",319,0,319,0,0,0,63,82,80,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11896",418,0,418,0,64,60,138,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11897",25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3
"11898",213.33,0,213.33,60,70,0,27.33,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11900",3707,175,3532,56,0,132,224,276,288,304,440,435,386,607,384,0,0,0,0,20,0,25,35,0,95,0,0,1
"11901",138,0,138,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,3
"11902",264,0,264,0,74,0,108,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11903",64,0,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11904",184,0,184,0,0,0,0,84,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11905",624,0,624,0,54,0,84,0,41,0,129,28,94,96,98,0,0,0,0,0,0,0,0,0,0,0,0,3
"11906",60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11907",1495,0,1495,0,144,66,0,58,90,102,336,138,92,0,469,0,0,0,0,0,0,0,0,0,0,0,0,1
"11910",967.83,50,917.83,93.33,207,65,71,0,0,0,96,157.5,90,138,0,0,0,0,0,0,0,0,0,0,50,0,0,3
"11911",136,0,136,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11912",150,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11914",60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11915",99,0,99,0,0,0,0,0,0,36,36,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11916",70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11920",58,0,58,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3
"11921",386,0,386,100,54,0,140,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11923",84.66,0,84.66,84.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11925",98.5,0,98.5,0,0,0,48.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11926",224,0,224,0,74,0,90,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,3
"11927",48.6,0,48.6,0,0,0,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11928",287.67,0,287.67,89.67,0,48,0,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11929",284,0,284,66,0,0,0,0,0,0,90,0,78,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3
"11930",44.79,0,44.79,0,27.67,0,0,0,0,0,0,0,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11931",484,0,484,0,37,0,78,76,70,42,87,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11932",699,0,699,0,110,0,0,0,0,0,0,0,40,129,420,0,0,0,0,0,0,0,0,0,0,0,0,3
"11934",516,0,516,0,0,0,210,222,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11936",1523,0,1523,0,0,78,76,78,174,50,234,98,110,435,190,0,0,0,0,0,0,0,0,0,0,0,0,1
"11937",180,0,180,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11938",770,0,770,0,0,0,150,0,0,0,82,0,0,264,274,0,0,0,0,0,0,0,0,0,0,0,0,3
"11939",156,0,156,0,70,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11940",136.5,0,136.5,0,18.5,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11941",27.67,0,27.67,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11942",214,0,214,0,0,90,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,3
"11943",74,0,74,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11944",32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11945",54,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11946",510,0,510,0,0,0,182,36,0,0,94,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11948",250,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11949",226,0,226,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11950",141,0,141,70,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11951",722.33,0,722.33,36.33,112,121,0,0,26,26,30,0,162,53,156,0,0,0,0,0,0,0,0,0,0,0,0,3
"11952",214.84,0,214.84,0,0,0,38.34,0,0,26,52,0,28,29,41.5,0,0,0,0,0,0,0,0,0,0,0,0,3
"11953",27.67,0,27.67,0,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11954",604,0,604,0,140,82,82,0,104,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11956",30.33,0,30.33,0,0,30.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11958",380.6,0,380.6,0,90,0,200.6,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11959",303.75,0,303.75,0,0,0,35.75,172,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11960",70,0,70,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11961",29,0,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11962",307,0,307,0,0,0,174,0,0,0,0,0,0,78,55,0,0,0,0,0,0,0,0,0,0,0,0,3
"11963",146.17,0,146.17,27.67,27.5,0,0,0,0,63,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11964",196.2,0,196.2,0,0,196.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11966",36,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11967",36.75,0,36.75,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11968",1718,0,1718,0,74,0,0,0,0,174,328,0,376,382,384,0,0,0,0,0,0,0,0,0,0,0,0,1
"11969",68,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11970",27.67,0,27.67,0,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11971",39,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11973",75.6,0,75.6,0,45.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11974",193,0,193,0,0,0,0,0,40,0,0,0,50,103,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11975",92,0,92,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11976",498,0,498,0,0,0,0,0,0,0,0,0,0,146,352,0,0,0,0,0,0,0,0,0,0,0,0,3
"11977",90,0,90,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11979",646.4,0,646.4,0,0,0,153.4,112,0,0,251,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11980",71,0,71,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11983",54,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11984",76,0,76,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11985",2906.33,50,2856.33,152,0,166,325.33,208,202,322,222,317,294,322,326,0,0,0,5,0,0,5,0,0,30,0,10,1
"11986",538,0,538,0,0,0,143,84,80,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11987",44,0,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11988",225,0,225,141,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11989",849.5,0,849.5,36.5,0,0,0,0,111,0,0,102,510,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11990",167.33,0,167.33,0,0,0,127.33,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3
"11996",37.5,0,37.5,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11998",40.6,0,40.6,0,0,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12000",84,0,84,0,0,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12001",72,0,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12002",2973.35,0,2973.35,0,584.35,0,1350,619,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12003",514,0,514,0,0,166,148,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12004",105.17,0,105.17,0,0,0,37.67,0,26,0,0,0,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12005",105,0,105,0,0,33,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12006",530.33,0,530.33,27,76.33,0,82,0,285,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12007",821.66,20,801.66,0,0,0,274,78,77,150,82,0,0,44.66,96,0,0,0,20,0,0,0,0,0,0,0,0,3
"12010",68,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12011",129,25,104,0,28,76,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3
"12012",70,0,70,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12013",94,0,94,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12014",174,0,174,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12016",54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12017",76,0,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12018",253,0,253,30,54,0,35,0,74,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12020",74,0,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12021",110,0,110,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12022",48,0,48,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12023",254,0,254,0,0,0,80,84,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12024",18.5,0,18.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12025",61.4,0,61.4,0,0,0,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12026",168.5,0,168.5,0,0,0,13.5,37,52,0,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12027",189,0,189,0,53,52,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12029",1448,0,1448,0,60,72,218,252,276,216,114.5,0,49,125,65.5,0,0,0,0,0,0,0,0,0,0,0,0,1
"12030",27.33,0,27.33,0,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12031",104.67,0,104.67,0,0,0,104.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12033",27,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12034",86.67,0,86.67,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12035",36,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12036",158.33,0,158.33,0,0,0,26.33,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12037",174,0,174,0,0,0,82,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12039",16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12041",72,0,72,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12042",18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12043",33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12045",204.6,0,204.6,0,0,0,48.6,0,0,0,0,0,96,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12046",519,0,519,0,0,0,80,270,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12047",33,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12048",96,0,96,0,60,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12049",478,100,378,0,0,0,72,168,90,48,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,3
"12052",70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12053",904,0,904,0,0,0,48.5,86,0,0,304,0,92,291.5,82,0,0,0,0,0,0,0,0,0,0,0,0,3
"12054",60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12055",72,0,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12056",308,0,308,0,0,0,140,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12057",266,0,266,0,0,66,90,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12058",750,0,750,0,0,0,84,166,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12059",50,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12060",149,0,149,0,90,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12061",27.33,0,27.33,0,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12062",516.5,0,516.5,0,0,30.5,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12063",594,0,594,0,0,0,48,120,0,0,75,147,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12064",52,0,52,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12065",78.27,0,78.27,0,27.67,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12066",1328,0,1328,70,0,0,212,152,0,258,140,39,86,276,95,0,0,0,0,0,0,0,0,0,0,0,0,1
"12067",18,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12068",1559,0,1559,0,18.5,0,0,0,0,0,291,98,234,308,609.5,0,0,0,0,0,0,0,0,0,0,0,0,1
"12070",1254,0,1254,496,0,0,0,0,0,188,0,276,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12072",188,0,188,0,0,88,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12074",555,0,555,60,105,0,0,0,75,177,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12075",132.94,0,132.94,54.67,45.6,32.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12076",89,0,89,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12077",164,0,164,0,0,0,64,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12078",116,0,116,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12079",307.33,0,307.33,0,0,0,127.33,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12081",1027.4,100,927.4,0,0,0,173.4,0,80,0,184,0,490,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3
"12082",184,0,184,0,0,0,138.5,0,0,0,0,0,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12083",52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12084",1570.66,0,1570.66,496,318.33,414.33,0,0,168,84,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12085",20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12086",275,0,275,0,182,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12087",592,0,592,412,70,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12088",152,0,152,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12089",52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12090",399,0,399,0,0,99,0,0,0,0,0,0,0,102,198,0,0,0,0,0,0,0,0,0,0,0,0,3
"12091",58,0,58,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,3
"12092",381,0,381,0,0,0,0,0,129,0,0,84,0,90,78,0,0,0,0,0,0,0,0,0,0,0,0,3
"12093",45.6,0,45.6,0,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12094",96.71,0,96.71,0,0,60.71,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12095",82.5,0,82.5,18.5,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12097",60,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12099",225,0,225,0,0,65,71,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12100",128,0,128,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12101",82.33,0,82.33,0,0,0,82.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12103",18.5,0,18.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12104",32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12105",296.01,0,296.01,96,200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12106",1436,0,1436,116,138,560,444,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12107",72,0,72,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12108",776.33,0,776.33,115,0,0,106.33,305,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12109",117,0,117,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12110",13,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12111",37.34,0,37.34,0,0,0,37.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12113",28.33,0,28.33,0,28.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12114",142,0,142,0,0,0,0,0,0,0,0,0,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12115",178,0,178,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12116",28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12117",254.02,0,254.02,0,0,0,32,42,70,0,0,24.5,0,85.52,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12118",63.71,0,63.71,63.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12119",839,0,839,114,0,0,98,198,0,0,186,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,3
