Patron #,Total All Revenue,Total Donations,Total Ticket Revenue,2004 Total Cost,2005 Total Cost,2006 Total Cost,2007 Total Cost,2008 Total Cost,2009 Total Cost,2010 Total Cost,2011 Total Cost,2012 Total Cost,2013 Total Cost,2014 Total Cost,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
45160,365,0,365,0,185,0,0,0,90,0,0,0,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0
45161,36.75,0,36.75,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45163,27,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45164,378,0,378,36,0,0,0,0,0,0,235,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45175,2108.6,0,2108.6,0,0,0,82,0,90,166.6,280,380,248,374,488,0,0,0,0,0,0,0,0,0,0,0,0
45176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45181,753,0,753,82,111,150,102,152,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45186,98,0,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45189,243,0,243,0,81,93,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45193,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45194,228,0,228,0,100,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45197,72,0,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45203,24,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45217,1138.5,0,1138.5,18,0,0,48.5,0,0,0,0,0,0,304,768,0,0,0,0,0,0,0,0,0,0,0,0
45222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45227,1692,0,1692,0,185,126,0,0,172,0,400,78,86,82,563,0,0,0,0,0,0,0,0,0,0,0,0
45228,122,0,122,62,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45241,385,0,385,0,0,0,73,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45243,229,0,229,0,0,140,0,0,52,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45245,27.67,0,27.67,0,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45252,178,0,178,0,0,82,0,0,0,0,0,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45255,213.67,0,213.67,0,101.67,0,24,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45256,219,1,218,64,0,92.5,24.5,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45257,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45260,178,0,178,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45262,88.33,0,88.33,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45263,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45265,211,0,211,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45266,58,0,58,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
45269,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0
45270,308,0,308,228,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45274,1584,600,984,340,0,159,193,0,208,0,84,0,0,0,0,100,300,100,0,0,0,0,100,0,0,0,0
45276,110,0,110,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0
45278,50,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45280,408,0,408,0,124,0,0,0,0,0,0,0,92,90,102,0,0,0,0,0,0,0,0,0,0,0,0
45283,37,0,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45287,80,0,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45293,491,0,491,0,0,0,0,0,50,100,110,47,0,57,127,0,0,0,0,0,0,0,0,0,0,0,0
45295,24.5,0,24.5,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45296,152,0,152,0,0,0,60,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45297,30.67,0,30.67,0,0,30.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45298,749,0,749,0,116,0,172,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45300,119.5,0,119.5,0,0,0,24.5,37,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
45301,29,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45302,684,250,434,0,0,0,81,0,0,0,71,0,253,29,0,0,0,0,0,0,0,0,0,0,0,0,250
45307,74,0,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45308,76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45311,64,0,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45312,89.67,0,89.67,0,0,89.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45313,674,0,674,0,143,0,0,340,166,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45319,27.33,0,27.33,0,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45321,120,0,120,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0
45322,108.33,0,108.33,108.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45324,36.5,0,36.5,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45326,88,0,88,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45328,1114.45,0,1114.45,0,0,221.2,127.25,199,41,0,0,430,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
45330,132,0,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45331,18.5,0,18.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45341,267.43,0,267.43,60,0,66,85.43,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45345,114,0,114,0,0,0,71,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45346,28,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45349,87,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45353,77,0,77,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45355,11,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45362,808.33,0,808.33,0,217.67,194.66,0,0,0,87,111,58,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45366,508,0,508,0,0,0,0,0,86,0,106,104,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45367,54,0,54,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45371,71,0,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45372,1259,0,1259,0,0,0,180,264,209,153,100,163,160,30,0,0,0,0,0,0,0,0,0,0,0,0,0
45377,37.34,0,37.34,0,0,0,37.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45380,178,0,178,0,0,0,0,0,0,0,0,98,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45386,2129.78,0,2129.78,183.71,143.4,266.67,150,105,127,267,391,84,90,0,322,0,0,0,0,0,0,0,0,0,0,0,0
45388,35.67,0,35.67,0,0,0,35.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45390,238,0,238,52,0,0,80,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0
45391,2070.5,0,2070.5,56,356.5,54,264,240,142,0,212,156,270,0,320,0,0,0,0,0,0,0,0,0,0,0,0
45396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45400,531,0,531,97,0,0,0,0,236,0,0,104,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
45403,13,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45405,332,0,332,0,0,0,76,78,86,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45407,76,0,76,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45417,87.5,0,87.5,0,9.5,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45418,106,0,106,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0
45419,105,0,105,27,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45421,978,0,978,0,60,60,54,0,172,162,0,0,186,92,192,0,0,0,0,0,0,0,0,0,0,0,0
45425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45429,314,50,264,264,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
45430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45434,30.66,0,30.66,0,0,30.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45440,76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45446,54,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45447,18.5,0,18.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45452,66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45453,700.58,0,700.58,0,0,0,212.58,72,37,63,0,40,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0
45454,71.33,0,71.33,0,0,30.33,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45455,30.33,0,30.33,0,0,30.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45461,74,0,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45468,2146,0,2146,64,188,414,260,117,100,138,299,0,160,239,167,0,0,0,0,0,0,0,0,0,0,0,0
45469,315,0,315,0,0,0,0,0,0,0,180,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45475,228,0,228,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45485,79,0,79,0,0,0,36,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45488,36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45497,39,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45500,181,0,181,105,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45510,336,0,336,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45511,83.57,0,83.57,0,0,0,83.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45517,219.34,0,219.34,0,0,0,37.34,37,41,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45518,276,0,276,0,0,65,110,0,0,50,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
45519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45521,164,0,164,0,0,0,0,0,0,119,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45523,154,0,154,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45524,100,0,100,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0
45525,328,0,328,196,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45531,90.8,0,90.8,45.4,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45532,45.4,0,45.4,0,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45535,44,0,44,0,18,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45539,66,0,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45556,40.6,0,40.6,0,0,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45558,76,0,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45559,116,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45562,596.67,0,596.67,208,0,134.67,0,0,104,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45570,78.5,0,78.5,0,0,0,24.5,0,26,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45571,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45572,190,0,190,0,0,0,64,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45575,82,0,82,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45579,255,0,255,105,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45580,54,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45584,36.25,0,36.25,0,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45586,392,0,392,0,54,58,0,0,0,44,89,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45587,330,0,330,0,25,27,152,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45589,2650,0,2650,58,54,96,136,228,248,256,256,320,310,334,354,0,0,0,0,0,0,0,0,0,0,0,0
45594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45597,72,0,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45601,37.34,0,37.34,0,0,0,37.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45606,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45607,58,0,58,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
45611,823,0,823,61,64,114,74,72,160,50,0,0,86,88,54,0,0,0,0,0,0,0,0,0,0,0,0
45615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45617,106.33,0,106.33,0,0,0,106.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45623,174.5,0,174.5,0,0,0,24.5,44,26,26,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45624,60,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45628,162,0,162,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0
45631,95.25,0,95.25,0,0,0,39.25,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45633,86,0,86,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
45634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45636,65,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45637,644,0,644,45,0,0,0,0,280,0,261,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
45641,47.4,0,47.4,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45648,95,1,94,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45650,230.5,0,230.5,0,132.5,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45652,110.6,0,110.6,0,0,110.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45653,139,0,139,0,0,66,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45657,62,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45658,172,0,172,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45660,71,0,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45664,69.1,0,69.1,0,18.5,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45668,108,0,108,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0
45671,24.5,0,24.5,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45672,37.5,0,37.5,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45673,59,0,59,0,0,0,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45680,231,0,231,0,70,0,0,0,50,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45681,246.5,0,246.5,54.5,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45683,187.33,0,187.33,0,0,0,187.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45684,783,0,783,0,0,0,127,172,0,0,104,40,185,155,0,0,0,0,0,0,0,0,0,0,0,0,0
45686,590,0,590,0,70,82,158,0,84,106,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45689,74.5,0,74.5,0,0,0,37.5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45708,65,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45709,154,0,154,0,0,74,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45711,228.67,0,228.67,0,90,90.67,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45713,221,0,221,0,0,0,0,0,0,0,0,27,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45717,216,0,216,0,48,0,0,0,0,0,0,0,86,82,0,0,0,0,0,0,0,0,0,0,0,0,0
45718,60,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45722,5147,0,5147,0,0,297,460,680,640,410,570,460,520,510,600,0,0,0,0,0,0,0,0,0,0,0,0
45725,9.67,0,9.67,0,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45731,471.25,0,471.25,0,36.25,175,0,0,0,84,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0
45732,1611,0,1611,0,0,0,215,324,225,257,154,176,172,88,0,0,0,0,0,0,0,0,0,0,0,0,0
45733,55.33,0,55.33,55.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45736,230,0,230,0,0,0,71,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45744,268,0,268,126,0,0,64,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45745,81.9,0,81.9,0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45746,30,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45751,90,0,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45756,9.67,0,9.67,0,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45759,30.33,0,30.33,0,0,30.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45761,828,818,10,10,0,0,0,0,0,0,0,0,0,0,0,256,256,306,0,0,0,0,0,0,0,0,0
45764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45766,85,0,85,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45769,565.43,0,565.43,0,0,72.86,83.57,70,89,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0
45770,18.66,0,18.66,0,18.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45771,32,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45775,30.67,0,30.67,0,0,30.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45776,383,0,383,0,0,0,0,92,0,0,88,80,40,0,83,0,0,0,0,0,0,0,0,0,0,0,0
45778,64,0,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45779,140,0,140,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0
45781,27.33,0,27.33,0,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45783,72,0,72,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
