Patron #,Total All Revenue,Total Donations,Total Ticket Revenue,2004 Total Cost,2005 Total Cost,2006 Total Cost,2007 Total Cost,2008 Total Cost,2009 Total Cost,2010 Total Cost,2011 Total Cost,2012 Total Cost,2013 Total Cost,2014 Total Cost,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
44586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44587,673,0,673,0,0,0,50,110,140,0,150,52,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44588,240.67,0,240.67,0,0,30.67,0,0,0,0,90,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
44589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44590,27,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44591,194.01,0,194.01,0,27.67,30.67,35.67,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44593,195.5,0,195.5,90.5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44596,438.35,0,438.35,27.67,27.67,30.67,37.34,37,67,67,56,60,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44599,681,0,681,30,0,72,444,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44603,1885.21,10,1875.21,0,0,381.54,210.67,396,779,0,108,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
44607,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44613,108,0,108,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44615,273,0,273,0,0,177,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44618,232,0,232,0,0,60,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44624,118,0,118,0,0,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44625,53.33,0,53.33,0,27.33,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44627,274,0,274,119,29,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44628,321,0,321,78,135,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44629,196,0,196,0,0,0,0,0,96,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44631,102,0,102,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
44633,1618.17,0,1618.17,58,54.67,20.5,240,0,212,52,37,52,356,152,384,0,0,0,0,0,0,0,0,0,0,0,0
44637,115.33,0,115.33,0,0,115.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44638,676,0,676,178,70,0,123,170,0,0,85,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
44639,126,0,126,0,0,30,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44641,403,0,403,0,112,0,0,123,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44643,232,0,232,0,64,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44646,61.67,0,61.67,0,0,0,35.67,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44655,333,0,333,0,0,0,216,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44656,24,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44658,88,0,88,0,0,0,0,0,0,0,0,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44660,48,0,48,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44661,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44662,412,0,412,0,0,0,76,0,0,0,0,92,60,184,0,0,0,0,0,0,0,0,0,0,0,0,0
44665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44667,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44670,61.5,0,61.5,0,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44671,18,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44672,130,0,130,0,98,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44673,72,0,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44683,2792,0,2792,0,76,0,84,0,252,423,484,184,390,255,644,0,0,0,0,0,0,0,0,0,0,0,0
44685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44687,244,0,244,160,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44691,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44692,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44697,382,0,382,0,60,0,0,0,0,0,158,64,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
44701,338,0,338,70,0,0,84,86,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44707,96,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44710,875.32,0,875.32,87.33,82.33,175.33,229.33,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44713,154,0,154,0,0,0,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44718,108,0,108,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44722,861.05,0,861.05,0,293.33,0,168.72,0,0,96,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44727,294,0,294,0,0,0,72,37,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44728,5158,4000,1158,0,0,0,76,0,0,168,168,162,116,192,276,0,0,0,0,1000,0,0,0,0,1000,1000,1000
44729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44730,36.75,0,36.75,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44732,174.5,0,174.5,18.5,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0
44736,124,0,124,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44737,228,0,228,0,0,0,0,0,0,0,168,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
44740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44741,189,0,189,0,0,0,0,0,0,0,41,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0
44744,153.34,0,153.34,0,0,0,37.34,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0
44745,358,0,358,70,0,0,0,0,0,0,118,56,56,58,0,0,0,0,0,0,0,0,0,0,0,0,0
44746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44747,949,0,949,0,66,0,168,80,80,0,126,35,92,186,116,0,0,0,0,0,0,0,0,0,0,0,0
44749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44752,76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44755,148,0,148,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44758,264,0,264,0,0,0,84,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44762,36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44765,406,0,406,0,0,0,71,0,0,0,0,165,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0
44767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44768,452,0,452,0,0,0,54,0,228,0,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44769,2335,350,1985,114,208,126,324,312,0,0,0,0,0,452,449,50,50,100,100,0,0,0,0,0,50,0,0
44770,54.67,0,54.67,54.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44773,18.66,0,18.66,18.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44780,366,0,366,0,0,0,0,88,0,100,94,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
44781,27.67,0,27.67,0,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44784,27.75,0,27.75,27.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44786,18.66,0,18.66,18.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44788,352,0,352,120,64,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44789,66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44791,1000,165,835,0,0,0,0,0,0,100,200,98,231,206,0,0,0,0,0,0,0,0,0,0,0,165,0
44794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44800,342,0,342,0,0,0,228,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44803,228,0,228,0,0,0,126,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44804,1424,0,1424,0,0,148,304,0,0,0,0,0,0,396,576,0,0,0,0,0,0,0,0,0,0,0,0
44805,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44809,73,0,73,36.25,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44818,175,0,175,0,0,29,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44822,322,0,322,0,0,0,170,0,84,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44826,226,0,226,0,64,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44827,332,0,332,60,140,78,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44829,726,0,726,0,0,77,169,0,136,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44831,884,0,884,126,0,0,216,232,0,0,0,0,0,200,110,0,0,0,0,0,0,0,0,0,0,0,0
44833,1819.5,0,1819.5,0,82,152.5,24.5,24,98,52,52,92,407,419.5,416,0,0,0,0,0,0,0,0,0,0,0,0
44834,28,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44836,24.5,0,24.5,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44838,54.43,0,54.43,54.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44839,71,0,71,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44840,18.5,0,18.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44842,371,0,371,0,118,0,0,0,0,0,0,147,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0
44847,140,0,140,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44849,63.67,0,63.67,63.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44856,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44858,27.67,0,27.67,0,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44860,74,0,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44862,70.66,0,70.66,0,0,0,70.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44865,1744,0,1744,146,74,198,222,0,142,186,350,210,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44870,63,0,63,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44874,81.56,0,81.56,0,81.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44875,434,0,434,0,0,0,244,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44876,267,0,267,37,0,132,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44877,533.32,0,533.32,0,0,52.4,35.67,46,63,63,61,68,0,73.75,70.5,0,0,0,0,0,0,0,0,0,0,0,0
44881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44882,234,0,234,0,0,40,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44884,36.75,0,36.75,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44886,140,0,140,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44887,582.5,0,582.5,254,36.75,122.75,123,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44888,442,0,442,0,0,72,0,0,86,0,94,0,94,96,0,0,0,0,0,0,0,0,0,0,0,0,0
44890,207,0,207,94,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44892,151,0,151,0,0,0,64,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44894,837.5,0,837.5,0,0,0,24.5,24,26,52,72,72,72,187,308,0,0,0,0,0,0,0,0,0,0,0,0
44896,2884.67,0,2884.67,0,0,0,104.67,234,351,229,441,318,241,564,402,0,0,0,0,0,0,0,0,0,0,0,0
44897,27.33,0,27.33,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44899,699.97,0,699.97,36.8,18.5,0,224.67,0,0,0,0,60,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0
44904,116,0,116,0,0,66,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
44906,641,0,641,0,0,0,152,212,67,94,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44907,36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44910,102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44926,884,0,884,106,134,181,135,0,0,0,132,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44928,160,0,160,52,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44931,456.66,0,456.66,107,88.33,161.33,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44934,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44938,13,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44942,362,0,362,0,70,72,0,0,0,0,0,98,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44945,55,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44950,449,0,449,177,36,0,0,0,0,138,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44954,125,0,125,0,0,0,0,0,0,0,0,0,0,96,29,0,0,0,0,0,0,0,0,0,0,0,0
44958,257,0,257,165,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44959,307,0,307,112,0,0,0,38,20,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44960,158,0,158,0,0,88,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44966,207,0,207,0,0,0,0,0,0,91,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0
44969,381.33,50,331.33,48,136.75,0,92.58,0,0,30,0,0,24,0,0,0,0,0,0,50,0,0,0,0,0,0,0
44971,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44979,63,0,63,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44982,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44983,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44985,76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44986,1726,0,1726,0,0,0,84,164,245,106,150,0,200,490,287,0,0,0,0,0,0,0,0,0,0,0,0
44989,33,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44992,347,0,347,116,0,81,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44993,40.5,0,40.5,0,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44996,57.67,0,57.67,0,57.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44997,7531.63,531,7000.63,588,608,741.33,721.4,388,533,695,672,400,352,534.5,767.4,56,100,100,100,0,25,25,0,125,0,0,0
45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45001,124,0,124,0,0,0,50,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45002,229.5,0,229.5,18.5,27,50,0,0,52,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45016,252.5,0,252.5,68,0,0,24.5,37,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45017,50,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45018,66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45025,219,0,219,0,0,0,147,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
45027,330,0,330,82,0,0,0,0,78,0,0,0,86,0,84,0,0,0,0,0,0,0,0,0,0,0,0
45033,117.67,0,117.67,27.67,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45034,562,0,562,0,0,0,35,0,0,0,224,0,243,0,60,0,0,0,0,0,0,0,0,0,0,0,0
45037,398,0,398,38,0,0,49,0,218,0,0,0,63,0,30,0,0,0,0,0,0,0,0,0,0,0,0
45040,164,0,164,70,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
45041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45046,144,0,144,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45052,205.5,0,205.5,18.5,0,60,0,0,49,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45053,3405,240,3165,160,210,199,244,498,180,266,198,244,280,330,356,50,0,15,50,50,0,25,0,25,0,0,25
45058,1488,0,1488,76,60,186,121,82,158,40,96,0,350,88,231,0,0,0,0,0,0,0,0,0,0,0,0
45059,27.67,0,27.67,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45061,535.67,0,535.67,0,0,129.67,50,30,133,0,164,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
45062,166,0,166,66,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45070,50,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45071,424,0,424,58,0,0,0,0,0,0,90,84,0,96,96,0,0,0,0,0,0,0,0,0,0,0,0
45072,72,0,72,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45075,204,0,204,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0
45083,364,0,364,0,0,0,111,92,0,132,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
45088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45097,293,0,293,0,105,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45099,212,0,212,66,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45101,1616,0,1616,0,0,88,0,0,0,0,78,350,340,376,384,0,0,0,0,0,0,0,0,0,0,0,0
45108,174,0,174,0,134,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45116,70.5,0,70.5,0,18.5,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45120,252,0,252,0,0,88,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45121,1117,0,1117,0,34,20,0,0,80,0,0,270,192,210,311,0,0,0,0,0,0,0,0,0,0,0,0
45124,1889,0,1889,226,270,248,232,160,50,75,368,60,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0
45131,18.5,0,18.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45139,177.6,0,177.6,0,0,30,59.6,48,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45143,206,0,206,58,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45145,50,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45147,18.5,0,18.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45148,1084,0,1084,264,0,0,76,0,0,72,90,0,148,244,190,0,0,0,0,0,0,0,0,0,0,0,0
45150,361.34,0,361.34,0,0,0,37.34,48,0,52,48,120,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45155,585,0,585,0,0,0,72,0,0,94,0,239,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45156,185.33,0,185.33,0,18.66,0,72.67,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
